,Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Age
28473,9,2,Online,8,No,33,68,63,22.05,24
28474,9,2,Online,8,No,5,26,22,7.7,53
28475,9,2,Online,8,No,75,57,30,10.5,39
28476,9,2,Online,25,No,25,63,58,20.3,42
28477,9,2,Online,25,No,25,63,58,20.3,39
28478,9,2,Online,25,No,11,63,36,12.6,49
28479,6,1,Online,16,No,169,61,-118.8,71.28,37
28480,0,1,Online,15,No,20,41,-86,32.68,22
28481,6,1,Online,16,No,112,129,-39.6,23.76,28
28482,6,1,Online,16,No,125,61,-198,118.8,45
28483,6,1,Online,16,No,105,139,-49.5,29.7,45
28484,0,1,Online,15,No,22,41,-86,32.68,22
28485,7,1,Online,10,No,186,63,-27,0,36
28486,6,1,Online,16,No,11,93,-89.1,53.46,22
28487,6,1,Online,16,No,186,118,-29.7,17.82,31
28488,7,1,Online,10,No,83,140,-75,0,29
28489,6,1,Online,16,No,65,4,-69.3,41.58,50
28490,6,1,Online,16,No,54,139,-69.3,41.58,60
28491,6,1,Online,16,No,66,23,-79.2,47.52,46
28492,7,1,Online,10,No,131,53,-17,0,36
28493,9,2,Online,25,No,233,4,-58,20.3,30
28494,6,1,Online,16,No,79,84,-148.5,89.1,48
28495,6,1,Online,16,No,63,104,-79.2,47.52,47
28496,6,1,Online,16,No,20,4,-9.9,5.94,26
28497,6,1,Online,16,No,34,121,-49.5,29.7,42
28498,6,1,Online,16,No,7,139,-29.7,17.82,56
28499,6,1,Online,16,No,31,63,-69.3,41.58,26
28500,7,1,Online,10,No,8,118,-52,0,36
28501,6,1,Online,16,No,62,140,-99,59.4,39
28502,6,1,Online,16,No,68,79,-39.6,23.76,26
28503,6,1,Online,16,No,166,118,-29.7,17.82,31
28504,7,1,Online,1,No,8,139,-85,0,36
28505,6,1,Online,16,No,221,4,-99,59.4,31
28506,6,1,Online,16,No,18,79,-29.7,17.82,30
28507,6,1,Online,16,No,77,63,-29.7,17.82,59
28508,6,1,Online,16,No,77,63,-29.7,17.82,59
28509,6,1,Online,16,No,42,4,-39.6,23.76,54
28510,7,1,Online,10,No,64,56,-20,0,27
28511,7,1,Online,10,No,7,129,-43,0,36
28512,6,1,Online,16,No,68,140,-59.4,35.64,46
28513,7,1,Online,10,No,60,57,-11,0,36
28514,0,1,Online,25,No,24,41,-58,22.04,22
28515,6,1,Online,16,No,38,4,-89.1,53.46,31
28516,7,1,Online,1,No,144,140,-76,0,41
28517,7,1,Online,1,No,150,140,-112,0,69
28518,0,1,Online,15,No,56,41,-147,55.86,22
28519,0,1,Online,25,No,28,41,-75,28.5,22
28520,6,1,Online,16,No,118,59,-118.8,71.28,56
28521,6,1,Online,16,No,33,79,-39.6,23.76,40
28522,6,1,Online,16,No,38,41,-89.1,53.46,44
28523,0,1,Online,25,No,137,61,-95,36.1,22
28524,6,1,Online,16,No,28,23,-39.6,23.76,52
28525,6,1,Online,16,No,47,4,-69.3,41.58,25
28526,6,1,Online,16,No,20,4,-39.6,23.76,64
28527,6,1,Online,16,No,58,32,-148.5,89.1,37
28528,7,1,Online,1,No,49,56,-27,0,36
28529,6,1,Online,16,No,17,140,-29.7,17.82,48
28530,6,1,Online,16,No,35,4,-69.3,41.58,26
28531,6,1,Online,16,No,22,4,-59.4,35.64,46
28532,6,1,Online,16,No,38,139,-99,59.4,31
28533,7,1,Online,0,No,57,118,-20,0,36
28534,9,2,Online,25,No,30,96,-67,23.45,45
28535,6,1,Online,16,No,14,4,-9.9,5.94,39
28536,6,1,Online,16,No,11,4,-39.6,23.76,37
28537,0,1,Online,15,No,22,57,-38,14.44,22
28538,2,2,Online,9,No,12,118,-29.9,7.47,29
28539,6,1,Online,16,No,58,104,-59.4,35.64,47
28540,6,1,Online,16,No,3,79,-19.8,11.88,50
28541,6,1,Online,16,No,109,4,-19.8,11.88,31
28542,6,1,Online,16,No,25,129,-39.6,23.76,35
28543,6,1,Online,16,No,19,4,-99,59.4,37
28544,2,2,Online,9,No,33,118,13.5,3.38,37
28545,2,2,Online,9,No,13,118,23.5,5.88,36
28546,2,2,Online,9,No,20,118,34.5,8.63,59
28547,2,2,Online,9,No,20,118,34.5,8.63,65
28548,2,2,Online,9,No,23,118,17,4.25,66
28549,2,2,Online,9,No,53,118,13.5,3.38,36
28550,2,2,Online,9,No,9,118,13.5,3.38,27
28551,2,2,Online,9,No,15,118,23.5,5.88,69
28552,2,2,Online,9,No,46,118,101,25.25,24
28553,2,2,Online,9,No,19,118,40.5,10.13,25
28554,2,2,Online,9,No,12,118,23.5,5.88,65
28555,2,2,Online,9,No,7,118,13.5,3.38,41
28556,2,2,Online,9,No,6,118,18,4.5,58
28557,2,2,Online,9,No,6,118,18,4.5,31
28558,2,2,Online,9,No,12,118,29.5,7.38,25
28559,2,2,Online,9,No,10,118,17,4.25,24
28560,2,2,Online,9,No,13,118,18,4.5,28
28561,2,2,Online,9,No,17,118,17,4.25,29
28562,2,2,Online,9,No,6,118,18,4.5,31
28563,2,2,Online,9,No,13,118,29.5,7.38,44
28564,2,2,Online,9,No,11,118,23.5,5.88,31
28565,2,2,Online,9,No,18,118,13.5,3.38,31
28566,2,2,Online,9,No,17,118,34.5,8.63,38
28567,2,2,Online,9,No,21,118,47,11.75,54
28568,2,2,Online,9,No,3,118,13.5,3.38,54
28569,2,2,Online,9,No,10,118,13.5,3.38,23
28570,2,2,Online,9,No,6,118,13.5,3.38,27
28571,2,2,Online,9,No,7,118,18,4.5,34
28572,2,2,Online,9,No,18,118,53.5,13.38,29
28573,2,2,Online,9,No,16,118,53.5,13.38,26
28574,2,2,Online,9,No,19,118,23.5,5.88,32
28575,2,2,Online,17,No,16,118,33.5,8.38,37
28576,2,2,Online,17,No,5,118,18.5,4.63,29
28577,2,2,Online,17,No,4,118,18.5,4.63,28
28578,2,2,Online,17,No,9,118,24.5,6.13,75
28579,2,2,Online,17,No,33,118,54.5,13.63,29
28580,2,2,Online,17,No,70,118,72,18,63
28581,2,2,Online,17,No,35,118,46.15,11.54,32
28582,2,2,Online,17,No,5,118,18.5,4.63,43
28583,2,2,Online,17,No,8,118,33.5,8.38,38
28584,2,2,Online,17,No,14,118,54.5,13.63,37
28585,2,2,Online,17,No,11,118,18.5,4.63,30
28586,2,2,Online,17,No,11,118,24.05,6.01,34
28587,2,2,Online,17,No,34,118,54.5,13.63,25
28588,2,2,Online,17,No,18,118,63.5,15.88,33
28589,2,2,Online,17,No,10,118,25,6.25,24
28590,2,2,Online,13,No,27,118,91,22.75,37
28591,2,2,Online,4,No,368,118,252.85,63.21,60
28592,2,2,Online,4,No,364,118,187.85,46.96,34
28593,2,2,Online,4,No,369,118,252.85,63.21,34
28594,2,2,Online,4,No,369,118,252.85,63.21,33
28595,2,2,Online,4,Yes,365,118,252.85,63.21,62
28596,2,2,Online,4,No,364,118,252.85,63.21,34
28597,6,1,Online,16,No,17,79,19.8,11.88,30
28598,6,1,Online,16,No,80,4,99,59.4,32
28599,6,1,Online,16,No,29,44,118.8,71.28,65
28600,6,1,Online,16,No,39,104,69.3,41.58,31
28601,6,1,Online,16,Yes,17,126,29.7,17.82,37
28602,6,1,Online,16,No,15,139,0,77.22,59
28603,6,1,Online,16,No,111,122,49.5,29.7,56
28604,6,1,Online,16,No,13,122,118.8,71.28,63
28605,7,1,Online,1,No,11,26,57,0,36
28606,7,1,Online,1,No,22,53,45,0,36
28607,7,1,Online,1,No,6,79,20,0,36
28608,7,1,Online,1,No,12,57,38,0,36
28609,7,1,Online,1,No,11,57,20,0,29
28610,7,1,Online,1,No,4,129,20,0,37
28611,7,1,Online,1,No,38,26,37,0,36
28612,7,1,Online,1,No,4,129,20,0,36
28613,7,1,Online,1,No,7,138,112,0,36
28614,7,1,Online,1,No,8,145,66,0,36
28615,7,1,Online,1,No,8,53,26,0,48
28616,7,1,Online,1,No,76,102,20,0,36
28617,7,1,Online,1,No,17,140,93,0,29
28618,7,1,Online,1,No,11,129,20,0,22
28619,7,1,Online,1,No,8,79,26,0,34
28620,7,1,Online,1,No,109,129,22,0,36
28621,7,1,Online,1,No,55,129,20,0,36
28622,7,1,Online,1,No,25,57,77,0,31
28623,7,1,Online,1,No,26,76,83,0,36
28624,7,1,Online,1,No,39,129,20,0,42
28625,7,1,Online,1,No,21,26,49,0,36
28626,7,1,Online,1,No,64,26,37,0,36
28627,7,1,Online,1,No,9,129,40,0,52
28628,7,1,Online,1,No,12,63,57,0,36
28629,7,1,Online,1,No,12,63,57,0,36
28630,7,1,Online,1,No,29,53,54,0,46
28631,7,1,Online,1,No,19,129,27,0,45
28632,7,1,Online,1,No,9,26,38,0,36
28633,7,1,Online,1,No,67,139,170,0,36
28634,7,1,Online,1,No,39,129,20,0,41
28635,7,1,Online,10,No,73,79,10,0,36
28636,7,1,Online,10,No,44,140,76,0,32
28637,7,1,Online,10,No,3,129,33,0,36
28638,7,1,Online,10,No,8,118,23,0,36
28639,7,1,Online,10,No,8,53,73,0,36
28640,7,1,Online,10,No,9,26,80,0,36
28641,7,1,Online,10,No,8,53,14,0,52
28642,7,1,Online,10,No,105,63,22,0,36
28643,7,1,Online,10,No,128,96,48,0,36
28644,7,1,Online,10,No,31,56,11,0,36
28645,7,1,Online,10,No,4,129,32,0,36
28646,7,1,Online,10,No,28,63,78,0,36
28647,7,1,Online,10,No,33,88,15,0,36
28648,7,1,Online,10,No,51,129,12,0,36
28649,7,1,Online,10,No,34,26,14,0,36
28650,7,1,Online,10,No,70,63,52,0,36
28651,7,1,Online,10,No,1,139,17,0,36
28652,7,1,Online,10,No,46,118,53,0,36
28653,7,1,Online,10,No,7,145,38,0,36
28654,7,1,Online,10,No,31,118,80,0,36
28655,7,1,Online,10,No,27,53,15,0,39
28656,7,1,Online,10,No,64,56,80,0,36
28657,7,1,Online,10,No,66,118,80,0,36
28658,7,1,Online,10,No,12,118,10,0,81
28659,7,1,Online,10,No,39,129,10,0,36
28660,7,1,Online,10,No,32,129,15,0,36
28661,7,1,Online,10,No,160,113,42,0,36
28662,7,1,Online,10,No,39,129,10,0,36
28663,7,1,Online,10,No,12,129,16,0,36
28664,7,1,Online,10,No,5,4,16,0,36
28665,7,1,Online,10,No,63,68,55,0,36
28666,7,1,Online,10,No,1,8,14,0,36
28667,7,1,Online,10,No,25,11,15,0,36
28668,7,1,Online,10,No,6,118,13,0,36
28669,7,1,Online,10,No,38,104,39,0,36
28670,7,1,Online,10,No,8,140,80,0,55
28671,7,1,Online,10,No,8,118,10,0,36
28672,7,1,Online,10,No,14,102,10,0,36
28673,7,1,Online,10,No,8,88,22,0,36
28674,7,1,Online,10,No,7,118,28,0,36
28675,7,1,Online,10,No,44,102,11,0,36
28676,7,1,Online,10,No,25,79,15,0,24
28677,7,1,Online,10,No,38,125,80,0,36
28678,7,1,Online,10,No,22,57,10,0,21
28679,7,1,Online,10,No,73,140,19,0,68
28680,7,1,Online,10,No,5,79,10,0,36
28681,7,1,Online,10,No,8,118,10,0,36
28682,7,1,Online,0,No,31,118,20,0,29
28683,7,1,Online,0,No,1,79,20,0,36
28684,7,1,Online,0,No,1,118,20,0,36
28685,7,1,Online,0,No,29,103,68,0,36
28686,7,1,Online,0,No,31,125,29,0,36
28687,7,1,Online,0,No,7,118,20,0,36
28688,7,1,Online,0,No,61,129,20,0,21
28689,7,1,Online,0,No,2,118,20,0,30
28690,7,1,Online,0,No,8,57,20,0,36
28691,7,1,Online,0,No,60,118,20,0,36
28692,7,1,Online,0,No,23,118,75,0,36
28693,7,1,Online,0,No,2,63,40,0,36
28694,7,1,Online,0,No,3,53,79,0,36
28695,8,2,Online,25,No,20,56,72,28.8,118
28696,10,1,Online,25,No,22,57,28,10.64,48
28697,12,2,Online,25,No,8,19,23,9.2,39
28698,12,2,Online,25,No,8,19,23,9.2,54
28699,12,2,Online,25,No,42,19,31,12.4,39
28700,13,2,Online,22,No,78,118,2.44,0.68,48
28701,13,2,Online,22,No,44,118,10.53,2.95,48
28702,13,2,Online,22,No,78,118,4.44,1.25,48
28703,13,2,Online,22,No,81,118,7.84,2.2,48
28704,9,2,Online,8,No,2,26,22,7.7,34
28705,9,2,Online,8,No,18,53,26,9.1,51
28706,9,2,Online,8,No,13,102,18,6.3,26
28707,9,2,Online,8,No,19,26,44,15.4,61
28708,9,2,Online,8,No,38,53,26,9.1,30
28709,9,2,Online,8,No,25,26,35,12.25,60
28710,9,2,Online,8,No,22,145,22,7.7,45
28711,9,2,Online,8,No,71,26,69,24.15,38
28712,9,2,Online,8,No,30,26,35,12.25,45
28713,9,2,Online,8,No,1,57,18,6.3,33
28714,9,2,Online,8,No,13,26,22,7.7,37
28715,9,2,Online,25,No,25,140,96,33.6,38
28716,9,2,Online,25,No,9,68,36,12.6,41
28717,4,1,Offline,12,Yes,15,129,29,9.57,118
28718,4,1,Offline,12,No,7,129,29,9.57,118
28719,2,2,Online,9,No,16,118,27,6.75,27
28720,2,2,Online,9,No,22,118,23.5,5.88,31
28721,2,2,Online,9,No,22,118,23.5,5.88,31
28722,2,2,Online,9,No,22,118,23.5,5.88,31
28723,2,2,Online,9,No,32,118,94,23.5,40
28724,2,2,Online,9,No,6,118,13.5,3.38,60
28725,2,2,Online,9,No,8,118,17,4.25,28
28726,2,2,Online,9,No,18,118,23.5,5.88,32
28727,2,2,Online,9,No,19,118,17,4.25,27
28728,2,2,Online,9,No,9,118,13.5,3.38,22
28729,2,2,Online,9,No,2,118,11.5,2.88,25
28730,2,2,Online,9,No,214,118,13.5,3.38,38
28731,2,2,Online,9,No,11,118,47,11.75,36
28732,2,2,Online,9,No,11,118,13.5,3.38,27
28733,2,2,Online,9,Yes,12,118,23,5.75,27
28734,2,2,Online,9,No,12,118,29.5,7.38,56
28735,2,2,Online,9,No,14,118,13.5,3.38,27
28736,2,2,Online,9,No,15,118,18,4.5,33
28737,2,2,Online,9,No,10,118,18,4.5,28
28738,2,2,Online,9,No,20,118,47,11.75,44
28739,2,2,Online,9,No,48,118,47,11.75,26
28740,2,2,Online,9,Yes,8,118,17,4.25,30
28741,2,2,Online,9,No,8,118,11.5,2.88,45
28742,2,2,Online,9,No,19,118,29.5,7.38,45
28743,2,2,Online,9,No,24,118,29.5,7.38,53
28744,2,2,Online,9,No,8,118,17,4.25,33
28745,2,2,Online,9,No,15,118,29.5,7.38,32
28746,2,2,Online,9,No,17,118,34.5,8.63,53
28747,2,2,Online,9,No,16,118,23.5,5.88,40
28748,2,2,Online,9,No,4,118,13.5,3.38,38
28749,2,2,Online,9,No,16,118,17,4.25,25
28750,2,2,Online,9,No,9,118,18,4.5,47
28751,2,2,Online,9,No,13,118,47,11.75,29
28752,2,2,Online,9,No,6,118,18,4.5,28
28753,2,2,Online,9,No,15,118,34.5,8.63,28
28754,2,2,Online,9,No,17,118,23.5,5.88,25
28755,2,2,Online,9,No,81,118,89,22.25,41
28756,2,2,Online,17,No,2,118,15,3.75,41
28757,2,2,Online,17,No,12,118,35.5,8.88,26
28758,2,2,Online,17,No,140,118,457,114.25,29
28759,2,2,Online,17,No,16,118,63.5,15.88,29
28760,2,2,Online,17,No,84,118,127,31.75,40
28761,2,2,Online,17,No,36,118,43.55,10.89,37
28762,2,2,Online,17,No,18,118,24.5,6.13,63
28763,2,2,Online,17,No,39,118,84.5,21.13,45
28764,2,2,Online,17,No,32,118,55.5,13.88,22
28765,2,2,Online,17,No,17,118,18.5,4.63,28
28766,2,2,Online,17,No,10,118,33.5,8.38,39
28767,2,2,Online,17,No,24,118,15,3.75,52
28768,2,2,Online,17,Yes,88,118,54.5,13.63,60
28769,2,2,Online,17,No,3,118,15,3.75,54
28770,2,2,Online,17,No,42,118,33.5,8.38,30
28771,2,2,Online,13,No,10,118,49,12.25,31
28772,2,2,Online,4,No,365,118,187.85,46.96,68
28773,2,2,Online,4,No,380,118,187.85,46.96,25
28774,2,2,Online,4,No,366,118,252.85,63.21,37
28775,6,1,Online,16,No,4,79,39.6,23.76,31
28776,6,1,Online,16,No,13,4,89.1,53.46,55
28777,6,1,Online,16,No,7,4,49.5,29.7,31
28778,6,1,Online,16,No,67,140,0,23.76,32
28779,6,1,Online,16,No,7,61,29.7,17.82,41
28780,6,1,Online,16,No,6,68,39.6,23.76,44
28781,6,1,Online,16,No,63,140,29.7,17.82,32
28782,7,1,Online,1,No,14,79,32,0,36
28783,7,1,Online,1,No,131,26,37,0,36
28784,7,1,Online,1,No,55,129,112,0,49
28785,7,1,Online,1,No,2,118,20,0,41
28786,7,1,Online,1,No,33,53,20,0,36
28787,7,1,Online,1,No,14,129,20,0,36
28788,7,1,Online,1,Yes,36,125,112,0,36
28789,7,1,Online,1,No,22,129,24,0,36
28790,7,1,Online,1,No,4,145,34,0,36
28791,7,1,Online,1,No,11,129,63,0,36
28792,7,1,Online,1,No,10,56,60,0,36
28793,7,1,Online,1,No,5,79,28,0,36
28794,7,1,Online,1,No,7,145,20,0,36
28795,7,1,Online,1,No,7,102,42,0,36
28796,7,1,Online,1,No,7,145,20,0,37
28797,7,1,Online,1,No,6,57,26,0,36
28798,7,1,Online,1,No,3,57,29,0,36
28799,7,1,Online,1,No,14,68,50,0,36
28800,7,1,Online,1,No,104,137,74,0,36
28801,7,1,Online,1,No,18,41,69,0,36
28802,7,1,Online,1,No,71,53,28,0,36
28803,7,1,Online,1,No,31,79,20,0,36
28804,7,1,Online,1,No,7,129,22,0,36
28805,7,1,Online,1,No,5,79,33,0,36
28806,7,1,Online,1,No,42,140,98,0,27
28807,7,1,Online,1,No,34,140,104,0,34
28808,7,1,Online,1,No,23,140,44,0,61
28809,7,1,Online,1,No,28,21,23,0,36
28810,7,1,Online,1,No,15,26,37,0,36
28811,7,1,Online,1,No,93,57,30,0,36
28812,7,1,Online,1,No,56,21,20,0,36
28813,7,1,Online,1,No,88,139,109,0,36
28814,7,1,Online,1,No,7,26,39,0,36
28815,7,1,Online,1,No,22,68,46,0,54
28816,7,1,Online,1,No,39,26,34,0,36
28817,7,1,Online,1,No,40,63,49,0,36
28818,7,1,Online,1,No,12,126,48,0,36
28819,7,1,Online,1,No,7,126,38,0,36
28820,7,1,Online,1,No,45,19,30,0,36
28821,7,1,Online,1,No,33,4,38,0,36
28822,7,1,Online,1,No,45,53,22,0,36
28823,7,1,Online,1,No,5,79,20,0,36
28824,7,1,Online,1,No,21,57,23,0,49
28825,7,1,Online,1,No,45,129,29,0,36
28826,7,1,Online,10,No,77,118,80,0,36
28827,7,1,Online,10,No,28,57,10,0,36
28828,7,1,Online,10,No,25,57,31,0,36
28829,7,1,Online,10,No,15,26,53,0,36
28830,7,1,Online,10,No,5,57,18,0,36
28831,7,1,Online,10,No,21,129,17,0,36
28832,7,1,Online,10,No,3,79,10,0,36
28833,7,1,Online,10,No,18,26,46,0,36
28834,7,1,Online,10,No,4,118,10,0,36
28835,7,1,Online,10,No,15,26,36,0,36
28836,7,1,Online,10,No,9,79,38,0,55
28837,7,1,Online,10,No,16,118,19,0,36
28838,7,1,Online,10,No,51,118,15,0,45
28839,7,1,Online,10,No,1,118,10,0,29
28840,7,1,Online,10,No,49,57,10,0,36
28841,7,1,Online,10,No,4,57,14,0,36
28842,7,1,Online,10,No,14,57,10,0,37
28843,7,1,Online,10,No,29,63,33,0,36
28844,7,1,Online,10,No,1,26,32,0,36
28845,7,1,Online,10,No,17,129,19,0,36
28846,7,1,Online,10,No,1,79,13,0,36
28847,7,1,Online,10,No,6,63,77,0,36
28848,7,1,Online,10,No,3,57,10,0,45
28849,7,1,Online,10,No,36,56,21,0,36
28850,7,1,Online,10,No,46,102,13,0,36
28851,7,1,Online,10,No,13,118,10,0,36
28852,7,1,Online,10,No,6,129,22,0,27
28853,7,1,Online,10,No,80,140,10,0,29
28854,7,1,Online,10,No,45,140,80,0,28
28855,7,1,Online,10,No,5,21,10,0,36
28856,7,1,Online,10,No,5,73,23,0,36
28857,7,1,Online,10,No,45,118,11,0,39
28858,7,1,Online,10,No,30,79,11,0,43
28859,7,1,Online,10,No,46,129,27,0,36
28860,7,1,Online,10,No,9,57,15,0,54
28861,7,1,Online,10,No,11,118,11,0,52
28862,7,1,Online,10,No,23,118,10,0,56
28863,7,1,Online,10,No,5,21,12,0,36
28864,7,1,Online,10,No,18,57,14,0,36
28865,7,1,Online,10,No,94,63,16,0,36
28866,7,1,Online,0,No,1,57,20,0,36
28867,7,1,Online,0,No,47,57,20,0,45
28868,7,1,Online,0,No,1,79,20,0,36
28869,7,1,Online,0,No,19,63,24,0,36
28870,7,1,Online,0,No,24,79,20,0,21
28871,7,1,Online,0,No,24,118,20,0,21
28872,7,1,Online,0,Yes,61,93,56,0,36
28873,7,1,Online,0,No,3,118,20,0,39
28874,7,1,Online,0,No,2,56,42,0,36
28875,7,1,Online,0,No,9,118,20,0,36
28876,7,1,Online,0,No,16,118,20,0,33
28877,8,2,Online,25,No,24,56,72,28.8,118
28878,10,1,Online,15,No,16,57,38,14.44,48
28879,13,2,Online,22,No,112,118,4.63,1.3,48
28880,13,2,Online,22,No,14,118,1.93,0.54,48
28881,13,2,Online,22,No,30,118,2.44,0.68,48
28882,9,2,Online,8,No,74,129,22,7.7,54
28883,9,2,Online,8,No,13,57,33,11.55,48
28884,9,2,Online,8,No,11,102,30,10.5,31
28885,9,2,Online,8,No,14,145,18,6.3,47
28886,9,2,Online,8,No,23,129,30,10.5,65
28887,9,2,Online,8,No,9,79,18,6.3,53
28888,9,2,Online,8,No,12,57,22,7.7,29
28889,9,2,Online,8,No,43,63,40,14,33
28890,9,2,Online,8,No,4,26,22,7.7,33
28891,9,2,Online,8,No,11,26,35,12.25,32
28892,9,2,Online,8,No,11,26,35,12.25,51
28893,9,2,Online,8,No,11,26,35,12.25,31
28894,9,2,Online,8,No,26,57,30,10.5,54
28895,9,2,Online,8,No,2,145,18,6.3,43
28896,9,2,Online,8,No,2,79,18,6.3,41
28897,9,2,Online,8,No,20,26,26,9.1,40
28898,9,2,Online,8,No,8,129,22,7.7,63
28899,9,2,Online,8,No,28,53,40,14,36
28900,9,2,Online,8,No,9,129,22,7.7,43
28901,9,2,Online,8,No,155,138,0,17.15,49
28902,9,2,Online,8,No,19,26,26,9.1,55
28903,9,2,Online,8,No,7,79,22,7.7,45
28904,9,2,Online,8,No,13,26,22,7.7,28
28905,9,2,Online,8,No,21,79,33,11.55,45
28906,9,2,Online,8,No,7,129,18,6.3,48
28907,9,2,Online,8,No,27,57,30,10.5,32
28908,9,2,Online,25,No,44,4,36,12.6,20
28909,9,2,Online,25,No,49,4,58,20.3,58
28910,9,2,Online,25,No,73,23,73,25.55,20
28911,9,2,Online,25,No,54,4,0,59.15,59
28912,0,1,Online,15,No,16,91,86,32.68,22
28913,2,2,Online,9,No,28,118,50.5,12.63,23
28914,2,2,Online,9,No,13,118,23.5,5.88,36
28915,2,2,Online,9,No,22,118,23.5,5.88,26
28916,2,2,Online,9,No,12,118,18,4.5,30
28917,2,2,Online,9,No,22,118,29.5,7.38,29
28918,2,2,Online,9,No,143,118,29.5,7.38,55
28919,2,2,Online,9,No,143,118,29.5,7.38,55
28920,2,2,Online,9,No,14,118,29.5,7.38,66
28921,2,2,Online,9,No,50,118,53.5,13.38,33
28922,2,2,Online,9,No,12,118,23,5.75,35
28923,2,2,Online,9,No,35,118,89,22.25,29
28924,2,2,Online,9,No,77,118,23.5,5.88,31
28925,2,2,Online,9,No,33,118,29.5,7.38,85
28926,2,2,Online,9,No,9,118,13.5,3.38,29
28927,2,2,Online,9,Yes,66,118,62,15.5,25
28928,2,2,Online,9,No,13,118,18,4.5,34
28929,2,2,Online,9,No,17,118,23.5,5.88,25
28930,2,2,Online,9,No,20,118,23.5,5.88,24
28931,2,2,Online,9,No,8,118,23.5,5.88,37
28932,2,2,Online,9,No,9,118,17,4.25,24
28933,2,2,Online,9,No,161,118,34.5,8.63,44
28934,2,2,Online,17,No,13,118,42,10.5,55
28935,2,2,Online,17,No,5,118,24.5,6.13,37
28936,2,2,Online,17,No,14,118,33.5,8.38,70
28937,2,2,Online,17,No,12,118,25,6.25,47
28938,2,2,Online,17,No,59,118,81,20.25,25
28939,2,2,Online,17,No,3,118,15,3.75,28
28940,2,2,Online,13,No,51,118,142.5,35.63,45
28941,2,2,Online,4,No,369,118,252.85,63.21,49
28942,2,2,Online,4,No,365,118,187.85,46.96,59
28943,6,1,Online,16,No,16,32,19.8,11.88,51
28944,6,1,Online,16,No,14,124,19.8,11.88,51
28945,6,1,Online,16,No,16,4,0,59.4,31
28946,6,1,Online,16,No,5,4,39.6,23.76,31
28947,6,1,Online,16,Yes,8,4,29.7,17.82,57
28948,6,1,Online,16,No,14,4,29.7,17.82,54
28949,6,1,Online,16,No,49,44,198,118.8,53
28950,6,1,Online,16,No,86,32,39.6,23.76,31
28951,6,1,Online,16,No,96,31,69.3,41.58,31
28952,6,1,Online,16,No,19,125,148.5,89.1,51
28953,6,1,Online,16,No,9,121,0,29.7,33
28954,6,1,Online,16,No,16,121,19.8,11.88,27
28955,6,1,Online,16,No,9,121,29.7,17.82,45
28956,6,1,Online,16,No,11,129,29.7,17.82,42
28957,6,1,Online,16,No,9,121,49.5,29.7,33
28958,6,1,Online,16,No,12,121,79.2,47.52,27
28959,6,1,Online,16,No,59,140,0,17.82,32
28960,6,1,Online,16,No,69,140,0,17.82,32
28961,6,1,Online,16,No,2,140,19.8,11.88,31
28962,7,1,Online,1,No,36,129,27,0,35
28963,7,1,Online,1,No,56,129,22,0,36
28964,7,1,Online,1,No,16,53,21,0,36
28965,7,1,Online,1,No,113,102,30,0,36
28966,7,1,Online,1,No,52,56,20,0,36
28967,7,1,Online,1,No,4,21,112,0,36
28968,7,1,Online,1,No,9,53,21,0,31
28969,7,1,Online,1,No,213,139,86,0,36
28970,7,1,Online,1,No,12,129,68,0,45
28971,7,1,Online,1,No,9,129,33,0,25
28972,7,1,Online,1,No,13,63,51,0,26
28973,7,1,Online,1,No,7,79,30,0,28
28974,7,1,Online,1,No,19,26,45,0,36
28975,7,1,Online,1,No,214,96,81,0,36
28976,7,1,Online,1,No,11,129,34,0,36
28977,7,1,Online,1,No,124,15,24,0,36
28978,7,1,Online,1,No,49,129,20,0,36
28979,7,1,Online,1,No,7,57,99,0,33
28980,7,1,Online,1,No,6,21,20,0,36
28981,7,1,Online,1,No,27,57,20,0,36
28982,7,1,Online,1,No,6,79,20,0,36
28983,7,1,Online,1,No,92,4,48,0,36
28984,7,1,Online,1,No,161,140,112,0,33
28985,7,1,Online,1,No,9,126,41,0,36
28986,7,1,Online,1,No,26,103,22,0,36
28987,7,1,Online,10,No,74,26,26,0,36
28988,7,1,Online,10,No,24,129,32,0,53
28989,7,1,Online,10,No,9,123,10,0,36
28990,7,1,Online,10,No,8,21,12,0,36
28991,7,1,Online,10,No,11,63,35,0,32
28992,7,1,Online,10,No,4,79,10,0,36
28993,7,1,Online,10,No,67,21,16,0,36
28994,7,1,Online,10,No,98,88,15,0,36
28995,7,1,Online,10,No,2,118,10,0,36
28996,7,1,Online,10,No,57,56,10,0,28
28997,7,1,Online,10,No,12,129,20,0,36
28998,7,1,Online,10,No,6,77,30,0,36
28999,7,1,Online,10,No,16,126,10,0,23
29000,7,1,Online,10,No,99,56,11,0,36
29001,7,1,Online,10,No,57,57,11,0,36
29002,7,1,Online,10,No,12,123,11,0,36
29003,7,1,Online,10,No,71,118,13,0,57
29004,7,1,Online,10,No,4,145,10,0,25
29005,7,1,Online,10,No,1,23,19,0,45
29006,7,1,Online,10,No,28,57,19,0,36
29007,7,1,Online,10,No,124,15,19,0,36
29008,7,1,Online,10,No,124,15,19,0,36
29009,7,1,Online,10,No,124,15,18,0,36
29010,7,1,Online,10,No,10,88,14,0,36
29011,7,1,Online,10,No,37,26,22,0,36
